,Ticker,Year,MarketCap,TrailingPE,PriceToBook,PriceToSales,ReturnOnEquity,ReturnOnAssets,DebtToEquity,CurrentRatio,ProfitMargin,EpsGrowth5Y,RevenueGrowth,EpsGrowthYoY,Unnamed: 0
0,CVGW,2024,418332943.964386,-388.7852639074219,2.0881983106262902,0.6323584583404671,-0.005371084000559,-0.0035733381154958,0.5030998542419584,,-0.0016264980107143,0.127,,,
1,CVGW,2023,488357889.276886,-58.528030833759104,2.3384643970028587,0.822010175486509,-0.0399546057451505,-0.0215688606037419,0.85242078750413,,-0.0140447263264557,0.127,-0.1019463557979514,-6.754646840148699,
2,CVGW,2022,522365495.2583313,-83.59185393796308,2.349230491906363,0.6786690961156248,-0.0281035816438504,-0.0161997791292715,0.734812642789041,,-0.0081188424965343,0.127,0.2955536254717203,0.25107861936721,
3,CVGW,2021,738325040.8340454,-62.47461844931845,3.2739509160545657,0.6992840143148474,-0.0524044963749639,-0.0265333339320434,0.975043788661508,,-0.0111930897966528,0.127,0.3717582770228572,-0.8911825892142743,
0,CVLT,2024,6962988254.660034,41.22404328241764,25.039064511426485,8.296709138859041,0.6073898268515022,0.1789423389655614,2.3943326680691155,,0.2012589857336398,-0.758,,,
1,CVLT,2023,3331026351.737976,-93.11305282434104,17.89931300571729,4.245563098864345,-0.1922320497802233,-0.0457132488429209,3.205171468796011,,-0.0455957888833658,-0.758,-0.0651262381634965,-1.211798278332327,
2,CVLT,2022,2890655048.262024,85.96999310795931,11.299168773915484,3.756092584583271,0.1314315421629291,0.0412018429565728,2.189943282426934,,0.0436907396266328,-0.758,-0.0191169910399061,1.9399004863867613,
0,CVNA,2024,23038559000.0,109.7074238095238,18.284570634920637,1.6849673809697945,0.1666666666666666,0.0247524752475247,5.733333333333333,,0.0153587361954216,5.54,,,
1,CVNA,2023,5515220502.155304,12.25604556034512,22.696380667305775,0.5120434966256897,1.851851851851852,0.0636402206194314,28.09876543209877,,0.0417788506173985,5.54,-0.2122431068529218,1.1428571428571428,
2,CVNA,2022,519244686.691761,-0.3271863180162325,-1.0024028700613148,0.03816853033606,3.063706563706564,-0.1824557369510232,-17.79150579150579,,-0.1166568656277565,5.54,0.2630210751090892,-4.526666666666666,
3,CVNA,2021,21601281155.166622,-160.0094900382713,70.59242207570793,1.6857562943005016,-0.4411764705882353,-0.0192444761225944,21.924836601307188,,-0.010535351958795,5.54,-0.0580711555424875,0.9149338374291116,
0,CVRX,2024,369448743.9891815,-6.161073025751381,5.199475673621582,7.2028531542771095,-0.8439237210611498,-0.4494655733281364,0.8776159313208078,,-1.1690906964048975,,,,
1,CVRX,2023,733161533.8809967,-17.79561479358714,9.653594399791915,18.65788354449667,-0.5424704069943513,-0.3575402025531767,0.517229120307583,,-1.048454001781397,,-0.2338961241519145,0.3129492203785541,
2,CVRX,2022,417161600.0,-10.0695568214734,3.820860963546437,18.566095509368463,-0.3794467851254808,-0.3315911219254504,0.144321304268181,,-1.8437847701277317,,-0.4281969716248887,-0.0055583873394985,
3,CVRX,2021,274544471.0378647,-6.373194462088878,1.8809697999977024,21.06048412380061,-0.2951376756486411,-0.2823898051760757,0.0451428140779259,,-3.304541270328321,,-0.4198228670612844,-0.0398281355604904,
0,CVS,2024,56886683232.44971,12.329146777730756,0.7528676976237388,0.1525893506660239,0.0610640550555849,0.0182216693323855,2.351177871889889,,0.0123763106577362,0.602,,,
1,CVS,2023,95367629981.5459,11.429485855889968,1.2472715499607108,0.2665568120319582,0.1091275290671061,0.0334123526396719,2.2660833627601,,0.0233218550154286,0.602,-0.0403235973380471,0.8084091894234937,
2,CVS,2022,105179613398.54295,24.397961818265596,1.4716816157850672,0.3261717118295608,0.0603198589598287,0.0188851166356368,2.1940421721305743,,0.0133688098317037,0.602,-0.0986902419390903,-0.4833413231064238,
3,CVS,2021,117136345858.59377,14.64021320567351,1.5602576870941558,0.4009994346621447,0.1065734265734265,0.0343392031725458,2.1035497835497834,,0.0273902728757219,0.602,-0.0941367643820918,0.8559498956158664,
0,CVX,2024,254399424557.2871,14.40458776724348,1.670186219339061,1.3153102906577967,0.1159482136057458,0.0687364266865936,0.6868525059415171,,0.0913119008965224,-0.327,,,
1,CVX,2023,236427855322.07617,11.064057996259823,1.4688883075733032,1.2006716434266715,0.1327621662928608,0.0816757888943248,0.6254776120330274,,0.1085200062971972,-0.327,0.0180907276619065,0.2099541362323764,
2,CVX,2022,273518263138.26956,7.712343525680799,1.7171950574344217,1.1603671484800395,0.2226554161801082,0.1376164588741565,0.6179417636644442,,0.1504558432357445,-0.327,0.1970616465139427,0.6596471524170527,
3,CVX,2021,188428767570.45212,12.059441124508938,1.354949539218162,1.2109351025696449,0.1123559147748926,0.0652305508589558,0.7224431389186508,,0.1004138657892369,-0.327,-0.3398609349346886,-0.559424784999295,
0,CWAN,2024,6940041896.350342,16.353444090764228,6.883220907756809,15.3607698407278,0.4209034420855835,0.3628489738126426,0.159996231112169,,0.9392987651697752,2.028,,,
1,CWAN,2023,4989905453.917236,-230.72573421728563,14.082689968693606,13.553338296422384,-0.0610364943315393,-0.0387065251824183,0.5769045152951071,,-0.0587422046457052,2.028,-0.185113865999119,-1.050961642686473,
2,CWAN,2022,4661487980.515869,-585.0995331386807,17.295453714240704,15.362849526790283,-0.0295598487687415,-0.0165310348548165,0.7881426679182698,,-0.0262568138524714,2.028,-0.1758490689033267,0.6316178850510935,
3,CWAN,2021,5127382185.732422,-624.3007653393914,26.04490435538928,20.344978556365803,-0.0417185206256,-0.0238503869553222,0.7491758395261776,,-0.0325884248200553,2.028,-0.169411981834121,-0.0308773691477344,
0,CWBC,2024,343169132.6324463,44.7650838289129,0.946190585859482,3.005641625858956,0.0211367991507782,0.0021767457338935,8.710274756331252,,0.0671425443398292,0.413,,,
1,CWBC,2023,385964784.7225189,15.114535742579845,1.8639878719744567,4.3803387096401085,0.1233241896225321,0.0104938469466505,10.752047676080826,,0.2898096762112288,0.413,-0.2282636303919422,2.3310722671536657,
2,CWBC,2022,381483658.83083344,14.317269988021522,2.1841501135396397,4.583322225930021,0.1525535325775793,0.0109988817425167,12.869912973777623,,0.3201254310189468,0.413,-0.0553834280980105,0.0434288847117794,
3,CWBC,2021,396347704.838562,13.9554137121426,1.5991757140090057,4.945197694746744,0.1145917811535435,0.0115915872528048,8.885771349028627,,0.354356939661626,0.413,-0.0370646258094746,0.0659035466316382,
0,CWCO,2024,407697189.6068573,14.43811987422343,1.942022829051837,3.043274138321124,0.1345066287002476,0.1160543538329721,0.1589968343094855,,0.2107805008430718,-0.25,,,
1,CWCO,2023,511950530.26771545,17.304166447139924,2.740625228647326,2.840835844387766,0.1583794999325323,0.135440931797124,0.1693621553768388,,0.1641706263671144,-0.25,0.3451949113328839,0.0477320733941757,
2,CWCO,2022,225348714.3753052,38.47974749479879,1.411547370076221,2.394652584087748,0.036682864674905,0.0303424154652667,0.2089632322415569,,0.0622315046223062,-0.25,-0.4778074017172947,-0.8020545342801114,
3,CWCO,2021,156662802.24437714,178.9248054651575,0.9942949223523068,2.343024184470283,0.0055570546507925,0.0049648703466103,0.1192748778599144,,0.0130950215560052,-0.25,-0.2894796036919282,-0.8504892343178126,
0,CW,2024,13248456057.971191,32.71401423773931,5.407976759714242,4.244682413647873,0.1653107050823353,0.0812278466591679,1.035148189708625,,0.1297511941763219,0.347,,,
1,CW,2023,8049521462.228394,22.70611313740524,3.457084916734442,2.8289863797218837,0.1522534876759406,0.0767174590437633,0.9846002405930564,,0.1245913980346337,0.347,-0.0883688876258374,-0.1246215843823615,
2,CW,2022,6169023454.284668,20.95826523123877,3.1137592679461523,2.412578466884238,0.1485695134397394,0.0661708521204603,1.2452410491748998,,0.1151134619333014,0.347,-0.1013392620229404,-0.1697023206745103,
3,CW,2021,5163872320.925903,19.64726997753636,2.8272108365914423,2.064920366610765,0.1438984062327196,0.0640492549734436,1.2466835296114405,,0.1050996076794223,0.347,-0.0220036957010588,-0.1070807343688423,
0,CWST,2024,6711085869.604492,495.7953508868567,4.32739044453002,4.309483805836506,0.0087281787471168,0.0041906238506433,1.0827874460211535,,0.0086920617511396,,,,
1,CWST,2023,5211681069.604492,205.19237251878,5.100535304778073,4.121398158071849,0.0248573338383289,0.0100174721057634,1.4813978592491028,,0.0200855329439433,,-0.1879818889694423,0.8764036643026005,
2,CWST,2022,4955532844.934082,93.36145829676674,9.952867734352443,4.566936762730137,0.1066057441253263,0.0366260354743775,1.910654749949789,,0.0489167248032189,,-0.1419114588522959,1.089806685302571,
3,CWST,2021,5016758750.65918,122.062256707036,11.8751938082673,5.641809143903055,0.0972880080102827,0.0320198195671481,2.0383684019912085,,0.0462207507554449,,-0.1805179114339929,-0.2256824732945232,
0,CYH,2024,434948586.61937714,-0.842923617479413,-0.2272458655273652,0.0344268312980352,0.2695924764890282,-0.0367155258289454,-8.342737722048067,,-0.0408421719170492,,,,
1,CYH,2023,498086293.30968857,-3.7450097241329967,-0.3578206130098337,0.039878806509983,0.0955459770114942,-0.0092009685230024,-11.38433908045977,,-0.010648518815052,,-0.0113978154187114,0.7422480620155039,
2,CYH,2022,641198444.0851212,13.939096610546112,-0.4690551895282525,0.0525099045192958,-0.0336503291880029,0.0031358647487899,-11.730797366495976,,0.0037670952419949,,-0.0223378702962369,1.3458646616541354,
3,CYH,2021,1689284234.6477509,7.344714063685873,-1.2312567307928213,0.1365850771869138,-0.1676384839650145,0.0151146743773411,-12.091107871720116,,0.0185963777490297,,0.0128572598476783,4.0,
0,CYRX,2024,442210088.6993408,-3.853481200977211,1.2028901583941722,1.9362483906532424,-0.3121567475375588,-0.1631233901735911,0.9136234675197143,,-0.5024673249118813,,,,
1,CYRX,2023,781638955.6503296,-7.848805121655734,1.6891244384639794,3.3510062191607024,-0.2152078453067328,-0.1039808132444578,1.069688037549595,,-0.4269447600265803,,0.0213236420955842,0.132184809508871,
2,CYRX,2022,967647921.748352,-25.9193721840825,1.8000642189815,4.078136194188025,-0.069448604163605,-0.0359404512749026,0.9323242113017453,,-0.1573393122805834,,0.0172429315555936,0.625121752839226,
3,CYRX,2021,2266201478.251648,-8.224940761924914,3.588299759880244,10.180233766314094,-0.4362705901167439,-0.2475610303961472,0.7622749001271469,,-1.2377273053978293,,-0.061822258373125,-6.380280181073045,
0,CZFS,2024,284984605.6668854,10.244611606401804,0.9507917208821334,2.828519023233672,0.0928089572754509,0.0091938326165902,9.094697298271134,,0.2760982194255315,0.082,,,
1,CZFS,2023,275054097.1072388,15.442933979408162,0.9835092471277838,2.99411198070254,0.0636866834009139,0.0059862448455141,9.63883704132787,,0.1938823273281445,0.082,-0.0882247851201937,-0.3597311093536559,
2,CZFS,2022,328020257.02194214,11.287689505228569,1.6388966960381226,4.006501087330737,0.1451932829370412,0.0124539672485517,10.658396078882022,,0.3549443033027164,0.082,-0.1087791868502694,0.6315759923642693,
3,CZFS,2021,252456183.4305191,8.67010726803074,1.188073825981774,3.219406294942667,0.1370310411686087,0.0135820245976538,9.089146885529807,,0.3713225448563449,0.082,-0.0422000195427008,0.0019958706125258,
0,CZNC,2024,280727143.98269653,10.814667693300583,1.0197728309044352,2.6357871292011392,0.0942953458973278,0.009943106188375,8.483489777829442,,0.2437233583084521,0.177,,,
1,CZNC,2023,297906210.7570648,12.33668257234822,1.1353955155177575,2.888507400562998,0.0920341030791101,0.0095993614206482,8.587523486837842,,0.2341397197847481,0.177,-0.0316507990160178,-0.069728022189691,
2,CZNC,2022,306060552.5466919,11.49825503594154,1.2275566130419808,2.8884809459006964,0.106760252682242,0.0108454239832262,8.84380627694776,,0.2512103738238375,0.177,0.0273815872400252,0.1022859035945005,
3,CZNC,2021,350734135.1867676,11.479156090422451,1.163663957753745,3.425572926121164,0.1013719082297904,0.0131265552179711,6.7226588809077485,,0.2984167911941945,0.177,-0.033711152426882,0.1478698624990607,
0,CZR,2024,6650816544.799805,-23.923800520862606,1.5999077567476077,0.5914465580079862,-0.0668751503488092,-0.0085302239950905,6.839788308876594,,-0.024722098710538,,,,
1,CZR,2023,9516615330.932615,12.107653092789588,2.090644844229485,0.8255218017811083,0.1726713532513181,0.0235569142240604,6.329964850615114,,0.0681818181818181,,0.0251667407736771,3.827338129496403,
2,CZR,2022,9046608000.0,-10.062967741935484,2.4364686237543767,0.8360232880510119,-0.2421222730945327,-0.0268142094431353,8.029625639644493,,-0.0830791978560207,,-0.0613289382373351,-2.143765903307888,
3,CZR,2021,18646411641.60156,-18.29873566398583,4.162145455714635,1.9484233690283763,-0.2274553571428571,-0.0267939312665983,7.4890625,,-0.106478578892372,,-0.1156085389520377,-0.1334816462736373,
0,DAL,2024,39889530512.77588,11.53877075868553,2.608352220805328,0.647105600194278,0.2260511345059831,0.0458658387730191,3.928529392532531,,0.0560809824310951,5.4,,,
1,DAL,2023,27192241437.46875,5.899813720431493,2.448648486039509,0.468444071069955,0.415038271049077,0.0625848677421107,5.631607384061233,,0.0793998070562293,5.4,-0.0583196794445435,0.3332369106161411,
2,DAL,2022,23510829698.87915,17.838262290500115,3.57198871146751,0.4648062492364705,0.2002430872075357,0.0182326250553342,9.982680036463082,,0.0260567000118619,5.4,-0.1286176957001102,-0.7140377522239097,
3,DAL,2021,26541597401.86157,94.79141929236276,6.828298791320188,0.8877085321201904,0.0720349884229483,0.0038642542679308,17.641368664780035,,0.0093648617010602,5.4,-0.408900399351548,-0.787556904400607,
0,DAR,2024,5323632185.146851,19.08932940743994,1.2160491627427528,0.93149066916531,0.0637030844189218,0.0276928402469278,1.300344921319107,,0.048796406059307,,,,
1,DAR,2023,7363883629.678345,11.368825135440517,1.598956455905722,1.084825698824755,0.1406439484165542,0.0585589983766509,1.401747849441236,,0.0954210910890855,,0.1877291596495295,1.322597532989099,
2,DAR,2022,10095289770.237791,13.685002874158242,2.650361987900255,1.545464558399859,0.193669085222116,0.0801630449547236,1.4159397304768178,,0.1129312556680716,,-0.0376949004725931,0.1388920623844032,
3,DAR,2021,10359415024.0,15.91518238046808,3.157434111967229,2.1848995562252167,0.198391324490393,0.1061204539881781,0.869491856042134,,0.1372839785302514,,-0.274154787572464,-0.1176320676707017,
0,DASH,2024,69258862416.91113,563.08018225131,8.875927517225572,6.459509645300423,0.0157631680123029,0.009575710393149,0.646161732666923,,0.0114717403469501,,,,
1,DASH,2023,41084077442.27783,-73.62737892881331,6.036449815203913,4.757854944097027,-0.0819864825154275,-0.0514807639081096,0.5925653834851602,,-0.0646207295888824,,-0.1946465211714232,-5.536585365853658,
2,DASH,2022,19156621361.430546,-14.03415484353886,2.8363371870640424,2.910013878388355,-0.2021024578027835,-0.1394422310756972,0.449363340242819,,-0.2073522710010633,,-0.2376375217139548,-1.446236559139785,
3,DASH,2021,52733536515.188965,-112.67849682732684,11.29923645065116,10.788366717510018,-0.1002785515320334,-0.0687325598472609,0.4589672166273837,,-0.0957446808510638,,-0.2574813914628588,0.6571428571428571,
0,DAWN,2024,1236616380.6667328,-12.949405008238385,2.4596994947135515,9.428232330240949,-0.1899469120896825,-0.1638606148376425,0.1591980920972807,,-0.7280822805559579,,,,
1,DAWN,2023,1468735356.800079,-7.774500742654602,4.238285210365555,,-0.5451520747965602,-0.502374696847211,0.0851503433947019,,,,-1.0,-0.9782713412080088,
2,DAWN,2022,2218814118.133545,-15.605559942140967,6.682390075062101,,-0.4282057228217167,-0.4073230543571056,0.0512680739310743,,,,,0.2473890650391441,
3,DAWN,2021,1618751167.066574,-22.913881620306803,5.757647812065439,,-0.2512733506907394,-0.2437539032713295,0.030848521063639,,,,,0.503133330051132,
0,DAY,2024,11212453529.83374,619.4725707090464,4.403429890363956,6.37071223286008,0.0071083532969406,0.0019853021827355,2.5804893374700546,,0.0102840909090909,1.25,,,
1,DAY,2023,10531361382.16626,192.17812741179307,4.391360763141631,6.957363666622356,0.0228504711867233,0.0060815234882198,2.7573596864314904,,0.0362026821695184,1.25,-0.1399431818181818,2.027624309392265,
2,DAY,2022,10053316947.731323,-136.96617095001804,4.765960437911882,8.0671777786321,-0.0347966246325969,-0.0086725350032492,3.0122783729970606,,-0.0588990531214893,1.25,-0.1767192970866089,-2.339416058394161,
3,DAY,2021,14320540404.648191,-189.92759157358347,6.428974367967764,13.982171845975584,-0.0338496071829405,-0.0105216153610002,2.217149270482604,,-0.0736184338996289,1.25,-0.1781415503129513,-0.0272479564032697,
0,DBI,2024,218876642.22426412,7.531368874277893,0.6093108463455936,0.0711799513961293,0.0809030677579199,0.013997472344131,4.779834084961862,,0.0094511306754914,,,,
1,DBI,2023,342095252.579689,2.1029239259613526,0.790238998245994,0.1031828326779194,0.3757810677268012,0.0809487176169799,3.642211498702937,,0.0490663648856195,,0.0781963826709541,4.597550065377469,
2,DBI,2022,347329763.7031555,2.2483655834902385,0.8422238908795321,0.1086565760073039,0.3745938369916294,0.0766794365626709,3.885192872869766,,0.0483269165856165,,-0.0358460506456481,-0.0503762079224962,
3,DBI,2021,525527376.2029648,,,,,,,,,,,,
0,DBX,2024,5835434293.009949,12.901689792195333,-7.755760623351872,2.2900220912840235,-0.6011430090377459,0.1360218934199446,-5.419457735247209,,0.1774978416136881,0.308,,,
1,DBX,2023,5821699302.330017,12.834434088029138,-35.1127822818457,2.327190319127765,-2.735826296743064,0.1520361990950226,-18.99457177322075,,0.181323952670291,0.308,-0.0182874185699709,0.0028741985407915,
2,DBX,2022,4385405503.650085,7.927341835954602,-14.173902726729429,1.88627704574394,-1.7879767291531998,0.1778720941448828,-11.052036199095022,,0.2379457180954019,0.308,-0.0706347937320115,0.2195767195767195,
3,DBX,2021,4636560474.369812,13.807505879600392,-15.775979837937436,2.148644735330558,-1.142565498468867,0.1086274382945686,-11.51820347056822,,0.155614254599379,0.308,-0.0718310464966235,-0.3929862617498192,
0,DCGO,2024,421193292.0,21.067941140677117,1.312466049683128,0.6831397066369728,0.0622968348411166,0.0438788756619831,0.4197454675232457,,0.0324255560652765,,,,
1,DCGO,2023,474709612.3794708,69.21524051400364,1.5781838869593172,0.7604008473687254,0.0228011038499536,0.0139839486867416,0.6305197023192554,,0.0109860320028055,,0.0125430956594486,-0.6569424798532103,
2,DCGO,2022,720488288.1897354,20.832694700086016,2.6369232221896186,1.63555626497341,0.1265761947818844,0.0879391441000045,0.4393612318757807,,0.0785091073679804,,-0.2943716794386273,4.042607701005547,
3,DCGO,2021,886983501.8973541,37.35649183660624,4.039417827260452,2.782967663502248,0.108131615916411,0.0766910678788371,0.40996362297688,,0.0744975645913081,,-0.2764876559032239,-0.313456624410162,
0,DCI,2024,7851299520.263672,18.96449159483979,5.272513276652791,2.1892478376777382,0.278020280706467,0.1420581271660433,0.9570881740648712,,0.1154393107102027,-0.478,,,
1,DCI,2023,7105857593.078613,19.80450834191364,5.380372221608702,2.0711955208926818,0.2716741122132202,0.1295073091499729,1.0977511925494057,,0.1045820216859041,-0.478,-0.0433594512450157,-0.1333333333333333,
2,DCI,2022,6745214271.697998,20.268071729861774,5.952359929136955,2.0399244758053583,0.2936816096011295,0.1279852324731761,1.2946523120367102,,0.1006471904675497,-0.478,-0.0362014690451206,-0.072463768115942,
3,DCI,2021,6562253460.388184,22.872964309474323,5.771043409012561,2.2993985284656726,0.2523085040893501,0.1195317056911924,1.1108081962888048,,0.1005291005291005,-0.478,-0.1369080021774632,-0.137920673076923,
0,D,2024,45461653739.50635,21.4037917794286,1.7310811720168435,3.144176896016761,0.0808773132282385,0.0207391495386418,2.89974107074861,,0.1468981257348364,0.488,,,
1,D,2023,38250208167.940186,18.833189644480644,1.4834861995012485,2.657556323764343,0.0787697797083462,0.0186193619361936,3.230530561588582,,0.141110261932884,0.488,-0.0045646310256587,-0.0437853107344632,
2,D,2022,46246850984.96387,38.83026950878578,1.7872488400434328,3.318040679076185,0.0460272066780027,0.011365046042273,3.04989179162158,,0.0854498493327593,0.488,-0.0316125894532064,-0.413589364844904,
3,D,2021,58123542447.74707,17.100189010811143,2.277122133114479,5.090072900231813,0.1331635651322233,0.034129932724169,2.9016650342801174,,0.2976617917505911,0.488,-0.1807289424594633,1.853904282115869,
0,DD,2024,30816762840.59424,43.83607800938014,1.3197757105179546,2.488031877974668,0.0301070663811563,0.0191887760672562,0.5689935760171306,,0.0567576295817858,,,,
1,DD,2023,30984900640.896973,73.25035612505195,1.2762016821490578,2.567525740876448,0.0174224638576547,0.0109721934011205,0.5878742946579348,,0.0350513755386145,,-0.0256741482318746,-0.3982930298719772,
2,DD,2022,29245351301.30078,4.983870364911517,1.100732105133832,2.246704409718121,0.2208588957055214,0.1418933623503808,0.5565132297037901,,0.4507951140815856,,0.0786377195889957,12.872340425531917,
3,DD,2021,32466524806.808105,5.020337839308506,1.228257284712598,2.5836801533350395,0.2446563008360761,0.1414881746778392,0.7291643021980101,,0.5146426866146745,,-0.0346470000768226,0.1020790729379686,
0,DDD,2024,452891124.3334503,-1.771923035190519,2.570426318488534,1.029015030715304,-1.4506421935037146,-0.4197990953377373,2.455562933828245,,-0.5807334801111512,,,,
1,DDD,2023,785738865.142456,-2.166431933624647,1.8412029092764572,1.6098929969788207,-0.849878032491863,-0.3661074435225001,1.3213896563117309,,-0.7431080441494953,,0.1089427680115241,-0.4190059978168416,
2,DDD,2022,1149961564.1899414,-9.371299754626246,1.5333965791978352,2.1373518704125627,-0.1636268841406825,-0.0848264186759001,0.928961362448396,,-0.2280742187717808,,0.1023666735645984,0.6616623654490912,
3,DDD,2021,2705069620.952514,8.399480894242279,3.2112187014575526,4.393921796625157,0.3823115668563275,0.2078963319968575,0.8389529203531418,,0.5231182559909298,,0.1442444766193769,3.624475393404014,
0,DDOG,2024,45330375529.96875,246.70129161978355,16.700189153023658,16.887381333868085,0.0676939672401959,0.0317606280288847,1.1313799959695885,,0.0684527479487012,-0.417,,,
1,DDOG,2023,38716765798.62305,797.1661546413903,19.11604874931644,18.190900030785716,0.0239800054706485,0.012339205177141,0.9433995242313196,,0.0228194585593877,-0.417,-0.2071009862998388,-0.7356785998062543,
2,DDOG,2022,21067697844.98437,-420.00992513924194,14.936280158513703,12.5769791922777,-0.0355617314366131,-0.0166930018516718,1.1303377159244383,,-0.0299444809265118,-0.417,-0.2129617230927677,-2.03277878438478,
3,DDOG,2021,45940612974.29297,-2214.539068416147,44.122628319638885,44.6552560831943,-0.0199240686014158,-0.0087134796206643,1.2865800425085214,,-0.0201645826529183,-0.417,-0.3858372634469584,0.5864234449760766,
0,DECK,2024,31010959358.459476,40.827369630247226,14.714794890579348,7.2324331728361555,0.3604149624098681,0.2422401094024421,0.4878418082741944,,0.1771466846465161,0.204,,,
1,DECK,2023,17357489854.431152,33.5850444726253,9.8301894195958,4.785255382242027,0.2926954414965343,0.2021834729088417,0.4476724397176697,,0.1424817342773633,0.204,-0.1540376648616073,-0.3195798110229171,
2,DECK,2022,10108100632.04956,22.365578045420083,6.568713552255494,3.208575531728351,0.2936974639741361,0.1937823989709508,0.5156044384514159,,0.1434604339406013,0.204,-0.1314886667331994,-0.1255229073065775,
3,DECK,2021,8420718371.97876,,,,,,,,,0.204,,,
0,DE,2024,110652486900.84377,15.584857309977991,4.8455284156964336,2.1903576329396204,0.3109125941495884,0.0661572866194558,3.699597127342792,,0.1405439645274951,-0.222,,,
1,DE,2023,104549126539.28123,10.284195016651706,4.799133648807953,1.735312816015158,0.4666513656185448,0.0976682967133263,3.777920587560248,,0.1687358916478555,-0.222,0.1926046161764123,0.4318309859154929,
2,DE,2022,112334328571.3125,15.75295590678902,5.544088864441442,2.1905215976621912,0.3519395913532721,0.0792069310229923,3.443292863488303,,0.139054639054639,-0.222,-0.1488182180321338,-0.2985441668306118,
3,DE,2021,98123588821.79688,16.455406476907072,5.323834236981003,2.280194009755232,0.3235310075416418,0.0708918848229783,3.563724160381965,,0.1385680756628634,-0.222,-0.1608556608556608,-0.1637918945449446,
0,DELL,2024,40112940285.09155,11.8397108279491,-18.012097119484306,0.4536380015277529,-1.5213291423439603,0.0412536833645861,-37.87741356084418,,0.0383149561775515,0.0,,,
1,DELL,2023,25530086133.89673,10.454580726411436,-8.177477941670958,0.2495585197984059,-0.7821909032671365,0.0272511187242637,-29.70307495195388,,0.0238707344014232,0.0,0.1569239468476109,-0.2792207792207792,
2,DELL,2022,13594751382.065063,2.443780582790772,-8.06810171042437,0.1343394703604362,-3.3014836795252225,0.0599881382433816,-56.03560830860534,,0.0549719853355336,0.0,-0.010791683365754,1.2780507780507782,
3,DELL,2021,18198117335.25293,,,,,,,,,0.0,,,
0,DENN,2024,297768888.06738853,13.80412999246157,-8.751473565536768,0.6582942871139215,-0.6339750183688464,0.0434659079460136,-15.58556943423953,,0.047688212692391,-0.93,,,
1,DENN,2023,542749156.8202972,27.212291643033204,-8.658219647453933,1.169914677079977,-0.3181731168043901,0.0429092677133845,-8.415020897808123,,0.0429921409202409,-0.93,0.0256182378507916,-0.0753789810393584,
2,DENN,2022,580674959.0898514,7.772177951197283,-15.644869034644126,1.2722131132987855,-2.012932428063369,0.1499232444038648,-14.426419872831124,,0.163688109213043,-0.93,-0.0161514220062855,2.7459012283780395,
3,DENN,2021,813867473.8652229,10.424442174185993,-12.470198021377811,2.043999542574912,-1.1962460736995326,0.1792609872637058,-7.6732092239331955,,0.1960775942176033,-0.93,-0.1276321180293101,0.0449860798800728,
0,DG,2024,15660428352.092772,9.426758230185252,2.320366310342546,0.4047499899033088,0.2461467933814769,0.0539451897513511,3.56290532142047,,0.0429362862629982,0.079,,,
1,DG,2023,29206652502.43701,12.088901274979731,5.270273209081322,0.7717468154776254,0.4359596533383185,0.0830711588517244,4.248026623975147,,0.063839285136268,0.079,-0.0218844866337815,0.4542989296166677,
2,DG,2022,50678253675.13672,21.12269829476129,8.093000156042622,1.480934796476128,0.3831423449365744,0.0911307095569853,3.204316490008122,,0.0701110613715208,0.079,-0.0957703030923906,-0.0069358759497663,
0,DGICA,2024,442210292.027092,8.694272759041263,0.8102411719927195,0.4468553308484955,0.093192518160894,0.0217729262142555,3.280201808605661,,0.051396516216242,2.929,,,
1,DGICA,2023,394394183.1350327,89.11847851341511,0.8220906775785736,0.4252971299998347,0.0092246938153777,0.0019527493867556,3.7239517154344335,,0.0047722665051537,2.929,-0.0629211279792883,-0.9129904039640242,
2,DGICA,2022,390835299.7229576,-199.46631743971136,0.8081905445791628,0.4607708473533694,-0.0040517645031644,-0.0008734283909465,3.638920082244696,,-0.0023100183192214,2.929,-0.0853167230988782,-1.4427529610186771,
3,DGICA,2021,383755807.3476792,15.195737835166542,0.7226548566890129,0.470020681304551,0.0475564177618686,0.0111983192133074,3.246746038937274,,0.030931086493004,2.929,-0.0374369085372284,13.888695292703652,
0,DGX,2024,17028028800.125122,19.549975660304387,2.5122497492070117,1.7248813614389304,0.1285039834759516,0.0539218720980622,1.383151372086161,,0.0882293354943273,0.128,,,
1,DGX,2023,15379523462.982178,18.00880967562316,2.438484772947864,1.6622917707503435,0.1354051054384017,0.0609042932534588,1.223244014586967,,0.0923043666234327,0.128,-0.062803889789303,-0.0195177956371986,
2,DGX,2022,16216804700.546265,17.142499683452712,2.751875903707155,1.640878751446551,0.1605294417105039,0.0736932305055698,1.1783471915832344,,0.0957199231002731,0.128,0.0682014699524427,0.1077283372365339,
3,DGX,2021,16209074603.652954,8.124849425389952,2.515374705718956,1.5025096962970852,0.3095903165735568,0.1465726250826537,1.11219739292365,,0.1849276974416017,0.128,0.0915713852069209,1.1088794926004228,
0,DH,2024,454056662.04738617,-1.099080813623479,1.0217871438478452,1.800368998054679,-0.9296742616033756,-0.3792254190192851,1.4515082981715892,,-1.638067897954814,,,,
1,DH,2023,1004721083.147049,-4.964331300013089,1.16643979574909,3.996265470027838,-0.2349641321774827,-0.1108428113024747,1.1197958570023812,,-0.8049957242010222,,-0.0031205145082116,0.5101035040326876,
